	ar_context	ar_label	name	hdi_context	hdi_label	purported_uses	ar_flag	hdi_flag
960	Toxicity: Vertigo, burning sensation on mucous membranes, diarrhea, nausea, vomiting, muscle ache, pruritus, skin eruptions, cough, fatigue, sweating (1).	Vertigo,Burning sensation,Diarrhoea,Diarrhea,Nausea,Vomiting,Muscle ache,Ache,Pruritus,Cough,Fatigue,Sweating	Stillingia	None known.		Bronchitis,Cancer treatment,Chest congestion,Constipation,Hemorrhoids,Laryngitis,Skin abscesses,Spasms,Syphilis	True	False
964	Common: GI fullness or bloatedness after ingestion (1).		Sun Farms Vegetable Soup	"Although no drug interactions have been reported, several ingredients of Sun Soup can interact with prescription drugs.
Please see the following monographs:
Lentinan
Hawthorn fruit
Ginger
Licorice
Soy
American ginseng"	Licorice	Cancer prevention,Cancer treatment,HIV and AIDS,Immunostimulation,Weight maintenance	True	True
968	Common (parenteral): Allergic reaction or pain at injection site.	Allergic reaction,Pain,Injection	Superoxide Dismutase	None reported.		Antiaging,Cystitis, radiation-induced,Inflammation,Osteoarthritis,Scleroderma,Urinary tract disorders	True	False
972	"Common: Diarrhea, dry mouth, dizziness.
Rare: Drinking or swallowing high doses of Sutherlandia may cause sweating and vomiting.
 (2)"	Diarrhoea,Diarrhea,Dry mouth,Dizziness,Sweating,Vomiting	Sutherlandia frutescens	Cytochrome P450 substrates: Sutherlandia inhibits CYP3A4 and can affect the intracellular concentration of drugs including antiretroviral treatments metabolized by these enzymes (7). But in a study of rats, it was shown to induce rat CYP3A2/human equivalent CYP3A4, resulting in decrease in intracellular concentration of nevirapine, a a non-nucleoside reverse transcriptase inhibitor (16).,P-glycoprotein substrates: Sutherlandia was shown to inhibit P-Gp activity and can interfere with the metabolism of drugs including antiretroviral treatments (8).,Atazanavir: Sutherlandia was shown to significantly reduce the bioavailability of Atazanavir, an antiretroviral protease inhibitor (17).	Human,Nevirapine,Activity,Atazanavir	Prevent infection,As a tonic,Stomach and blood ailments,Cancer,AIDS	True	True
976	Stomach ache and throat discomfort have been reported (6).	Stomach ache,Ache,Discomfort	Synsepalum dulcificum	Compounds isolated from Synsepalum dulcificum have antioxidant activity. Theoretically, they may interfere with the actions of chemotherapy drugs, such as doxorubicin and platinum compounds.	Activity,Doxorubicin,Platinum	Low-calorie sweetener,Alter chemotherapy-induced taste changes	False	False
980	"Case reports  In these reports, taurine was identified as a major component of energy drinks.
Acute renal failure: In a 17-year-old boy following consumption of 3 L of an energy drink in combination with 1 L of vodka, which amounted to 4600 mg of taurine and 780 mg of caffeine mixed with 380 g of alcohol (27).
Ventricular tachycardia and death: A 28-year-old-man suffered ventricular tachycardia and died after drinking 3 250-mL cans of an energy drink containing caffeine and taurine among other ingredients (42).
Taurine administered with ethanol (animal study): Caused a drastic reduction in blood glucose, resulting in death (26)."	Acute renal failure,Renal failure,Caffeine,Ventricular tachycardia,Tachycardia,Death,Ethanol,Animal,Blood glucose,Glucose	Taurine	Antihypertensive medications: Taurine may potentiate the hypotensive effects of these drugs (20).	Taurine	Athletic performance,Diabetes,High blood pressure,Neuropathy,Weight loss	True	True
984	"Case Reports
Topical: Local skin irritation and allergic contact dermatitis   (3) (19); gynecomastia in prepubertal boys with repeated application of lavender and tea tree oils (13).
Oral: Disorientation, systemic contact dermatitis, coma, body rash, and neutrophil leukocytosis (4)."	Skin irritation,Allergic contact dermatitis,Contact dermatitis,Dermatitis,Gynaecomastia,Gynecomastia,Disorientation,Coma,Rash,Leukocytosis	Tea Tree Oil	 	 	Acne,Burns,Cold sores,Eczema,Fungal infections,Inflammation,Insect bites and stings,Mucositis,Skin infections,Wound healing	True	False
988	 	 	Tian Xian	Cytochrome P450 substrates: Tian Xian induces CYP3A4 and increases CYP3A11 expression, and may therefore affect the intracellular concentration of drugs metabolized by these enzymes, including certain chemotherapy drugs (10).,In addition, please see individual monographs for drug interactions with the following individual botanicals: Cordyceps, Astragulus, Reishi mushroom, Asian ginseng, Lycium, Ligustrum lucidum, and Licorice (2) .	Licorice	Cancer treatment,Immunomodulation	False	True
992	Reported: Fever; tenderness, pain and swelling when injected (8) (12) (26) (27).	Fever,Tenderness,Pain,Swelling	Transfer Factor	 	 	Cancer,Multiple sclerosis,HIV/AIDS,Herpes and Epstein-Barr virus,Hepatitis,Asthma,Chronic fatigue syndrome,Nonbacterial recurrent cystitis,Candidiasis,Acne vulgaris,Warts	True	False
996	Severe hyperbilirubinemia: In a healthy 30-year-old male body-builder, followed by acute renal failure and bile-containing casts in the tubules associated with the ingestion of tribulus extract tablets, once daily for “a few months” (27).,Neuro-, hepatic, and renal toxicity suggestive of acute tubular necrosis (ATN): In a 28-year-old man who consumed large quantities of tribulus extract for its antiurolithiatic properties. Additionally, he developed hypertension, seizures, and markedly elevated serum aminotransferases (>40x ULN) (17).	Hyperbilirubinemia,Hyperbilirubinaemia,Acute renal failure,Renal failure,Acute tubular necrosis,Tubular necrosis,Necrosis,Hypertension,Seizures	Tribulus terrestris	Diruetics: Tribulus may increase the effects of other diuretic drugs (7).,Antihypertensive drugs: Tribulus has angiotensin converting enzyme (ACE)-inhibition activity and therefore, may have an additional hypotensive effect (2) (3).,Antidiabetics: Tribulus may have additive hypoglycemic effects (8).,Clopidogrel: May increase the risk of blood clots. Stent thrombosis has been reported in patients following concurrent use of clopidogrel and an herbal formula containing tribulus (23).,P-glycoprotein (P-gp) substrate drugs: In vitro, saponins and phenolic compounds from Tribulus terrestris has been shown to inhibit P-gp activity. This may increase the risks of adverse effect of substrate drugs (48).	tribulus,Enzyme,Activity,clopidogrel	Cancer treatment,Hypertension,Infertility in both sexes,Impotency,Infections,Rheumatic pain,Kidney stones	True	True
1000	Triphala may cause gastrointestinal side effects, but these are rarely reported (15) (18) (31).		Triphala	Cytochrome P450 substrates: Triphala inhibits CYP3A4 and CYP2D6, and can affect the intracellular concentration of drugs metabolized by these enzymes (16).		Gastrointestinal problems,Infections,Inflammation,Obesity,Hypercholesterolemia,Cancer	False	True
1004	Allergic dermatitis: Associated with the use of curcumin (52).,Contact urticaria: Two cases, one of which was an occupational exposure, associated with use of curcumin powder (53).,Paclitaxel toxicity/Acute toxic hepatitis: In a 67-year-old lung cancer patient, related to a possible interaction with turmeric and contaminated chlorella which were taken during active cancer treatment  (73). Although other supplements were also being taken, increased paclitaxel plasma concentrations were attributed to potential CYP 2C9 and 3A4 inhibition of turmeric as among the causes.	Allergic dermatitis,Dermatitis,Contact urticaria,Urticaria,Hepatitis,Lung cancer,Cancer	Turmeric	"Anticoagulants / Antiplatelets: Turmeric may increase risk of bleeding, as it also has antiplatelet properties (54) (55) (66).
Camptothecin: Turmeric inhibits camptothecin-induced apoptosis of breast cancer cell lines in vitro (28).
Mechlorethamine: Turmeric inhibits mechlorethamine-induced apoptosis of breast cancer cell lines in vitro (28).
Paclitaxel: In a recent case report, a lung cancer patient suffered liver toxicity while undergoing active treatment with paclitaxel. Although he was taking multiple supplements, one of which was tainted, turmeric was thought to be among the likely causes (73).
Doxorubicin: Turmeric inhibits doxorubicin-induced apoptosis of breast cancer cell lines in vitro (28).
Cyclophosphamide: Dietary turmeric inhibits cyclophosphamide-induced tumor regression in animal studies (28).
Norfloxacin: Pretreatment with curcumin resulted in increased plasma elimination half-life, thereby reducing the dosage of norfloxacin (56).
Amphotericin B: Curcumin may enhance the effect and decrease the toxicity of amphotericin B (57).
Drugs metabolized by the CYP3A4 enzyme: Curcumin inhibits cytochrome 3A4 enzyme, altering the metabolism of some prescription drugs (26). But according to conflicting data, short-term use of curcumin may not result in a clinically relevant interaction (67).
Drugs metabolized by the CYP1A2 enzyme: Curcumin inhibits cytochrome 1A2 enzyme, affecting the metabolism of certain prescription medicines (27).
Drugs metabolized by the CYP2A6 enzyme: Curcumin enhances cytochrome 2A6 enzyme, and can affect the metabolism of certain prescription drugs (27).
Drugs metabolized by the CYP2D6 enzyme: Curcumin inhibits cytochrome 2D6 activity and has the potential to interact with CYP2D6 substrates (74).
Celiprolol and Midazolam: Curcumin was shown to downregulate intestinal P-gp levels, thereby increasing the concentrations of celiprolol and midazolam (48).
Verapamil: Curcumin inhibited intestinal P-gp expression and function, thereby increasing concentrations of verapamil (47).
Tacrolimus: Pretreatment with turmeric increases the plasma levels of tacrolimus (59).
Acetaminophen: The cytotoxic effects of curcumin increased significantly in the presence of acetaminophen (60).
Ibuprofen: The cytotoxic effects of curcumin increased significantly in the presence of ibuprofen (60).
Aspirin: The cytotoxic effects of curcumin increased significantly in the presence of aspirin (60)."	Cell,Mechlorethamine,Paclitaxel,Doxorubicin,Cyclophosphamide,Animal,Norfloxacin,Curcumin,Amphotericin B,Amphotericin,Enzyme,Activity,Celiprolol,Midazolam,Verapamil,Tacrolimus,Acetaminophen,Ibuprofen,Aspirin	Cancer prevention,Infections,Inflammation,Kidney stones,Stomach and intestinal gas	True	True
1008	"Parenteral administration: Soreness at injection site, nausea, diarrhea, dizziness, fatigue, drowsiness, polydipsia, polyuria, and slight fever.
Hematological side effects and tumor bleeding were reported in a recent phase II trial.
 (1) (3) (17)"	Injection,Nausea,Diarrhoea,Diarrhea,Dizziness,Fatigue,Drowsiness,Polydipsia,Polyuria,Slight fever,Fever,Tumor bleeding,Bleeding	Ukrain	 	 	Cancer prevention,Cancer treatment,Hepatitis,HIV and AIDS,Immunostimulation	True	False
1012	"Liver damage with use of usnic acid-containing supplements (12) (14) (19).
Topical use may cause local irritation and allergic reactions (11).
Case report
Fulminant liver failure: Following use of usnic acid for weight loss in one woman that eventually required liver transplantation (13)."	Liver damage,Liver failure,Weight loss,Weight,Liver transplantation	Usnic acid	"Anticoagulants: Theoretically, usnic acid may have additive effects with anticoagulant medications (14).
Cytochrome P450 3A4 substrates: Usnic acid induces CYP3A4 and can affect the intracellular concentration of drugs metabolized by this enzyme (20)"	usnic acid,Enzyme	Weight reduction,Antibacterial,Antiviral,Fever,Pain relief	True	True
1016	"Occasional, anecdotal, or possibly related: Headache, diarrhea and other gastrointestinal complaints, daytime sedation/dullness, impaired alertness, depression, irritability, dizziness, sweating, heart palpitations, bitter taste, benzodiazepine-like withdrawal symptoms with supplement cessation (10) (16) (35) (43).
Case Reports
Hepatotoxicity: Two separate cases in women with the use of valerian products, with eventual symptom resolution after discontinuation (25) (26).
Risk of acute pancreatitis: A case-control study identified valerian use as a potential contributor to cases of idiopathic acute pancreatitis (27).
Fetal development: Valerian administration in pregnant mice significantly reduced zinc levels in the fetal brain (42)."	Headache,Diarrhoea,Diarrhea,Sedation,Depression,Irritability,Dizziness,Sweating,Palpitations,Hepatotoxicity,Acute pancreatitis,Pancreatitis,Pregnant,Zinc	Valerian	"Barbiturates: Valerian prolonged pentobarbital-induced sleep in animal models (40) (44).
Benzodiazepines: Valerian may have synergistic effects (45) (46).
Haloperidol: Valerian may have an additive effect, causing hepatic damage (47).
Cytochrome P450 (CYP450) substrates: Valerian inhibits CYP2D6 (48) and CYP3A4 (41) (49), and can affect the serum concentration of drugs metabolized by these enzymes.
P-glycoprotein (P-gp)substrates: Valerian inhibits P-gp transporters and can increase the intracellular concentration of substrate drugs (17) (28) (49).
UGT (Uridine 5’-diphospho-glucuronosyltransferase) substrates: Valerian modulates UGT enzymes in vitro and can increase the side effects of drugs metabolized by them (50)."	Pentobarbital,Animal,Haloperidol,Uridine	Anxiety,Insomnia,Menstrual cramps,Menopausal symptoms,Sedation,Spasms	True	True
